position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,thumbnail,delivery,extensions,badge,tag,store_rating,store_reviews,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7
25,Women's Maternity Crewneck Sweatshirt by Gap True Black Size M,https://www.gap.com/browse/product.do?pid=718644002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/18000646848531393122?gl=us,18000646848531393122,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=18000646848531393122,Gap,,19.0,3.2,20.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTvkZWf8Om2zdcx7SW01OtkmyvjTCReFslGtt7QIXGGly9XZO8xTsu9s6QeK4j7JBAbmynuuTZK3vGrxRyXP8dyIHELd6QEIBpAK94GGc8SQ4Gsl8Dws6G8&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$5.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,3.2,20.0,0.0,1,0,1,1,0,0,0,0,0,0
26,Gap Factory Women's Relaxed Gap Logo Graphic Sweatshirt NYC Spring Graphic Size M,https://www.gapfactory.com/browse/product.do?pid=817902021&vid=1&tid=gfns000002,https://www.google.com/shopping/product/227094880526562355?gl=us,227094880526562355,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=227094880526562355,Gap Factory,,20.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRE9xzBM3f0q-3z2yxBy21s7W7hnm6mohR98DfQHnzV3zO8ZQjAijJIhQ6DctNOtobSUY2MYSoAPBI7QN5sUQl5gMjX9XPmhuxKrzv4xMhn&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,1,1,1,0,0,0,0,0
27,"Gap Men's Applique Fleece 1969 Logo Pullover Hoodie w/ Kangaroo Pocket (Olive, XXL)",https://www.ebay.com/itm/325334395201?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOooNgf29GgQWdMYZz3sNRJAoO4EkYj67cozd-RX4RG1IxMRX7VcweMA&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/8097319145017767183?gl=us,8097319145017767183,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8097319145017767183,eBay - sofancy,,18.99,4.5,19.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS0hWquBOxFPbQf1yxrbnD0RHelCIly3begZPrz4-AGMFDcmyUYI26bQ4hMEoJftFiEzCXkU7T_EUhCsthDaigYAArXg2U-KFOduGkDiQpl&usqp=CAE,"Delivery by Fri, Oct 6 · Free 30-day returns",,,,,,2,"https://www.google.com/shopping/product/8097319145017767183/offers?q=gap+sweatshirts&hl=en&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&prds=eto:2820335942642712728_0,pid:7086417145173047046,rsk:PC_6867602939982157671&sa=X&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECMwT",https://serpapi.com/search.json?engine=google_product&filter=eto%3A2820335942642712728_0%2Cpid%3A7086417145173047046%2Crsk%3APC_6867602939982157671&gl=us&hl=en&offers=1&product_id=8097319145017767183&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECMwT,,,,gap_q,gap sweatshirts,4.5,19.0,0.0,0,0,0,0,0,0,0,0,1,0
28,Women's Vintage Soft Raglan Sweatshirt by Gap Moonstone Beige Tall Size M,https://www.gap.com/browse/product.do?pid=765585032&vid=2&tid=gpns000044,https://www.google.com/shopping/product/16511898667647729424?gl=us,16511898667647729424,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16511898667647729424,Gap,,29.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRJuiQg5-We7kj-zk8qrNfbm3UacLy297LzzprZ24RhUjytaA_clEiQrMp8IVNd4582Txu_J2vIoxj-rUDAj3-3OyMZ04QPPwxERsLTHRHJ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$20.95 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,1,1,0,0,0,0,0,0
29,Gap Men's Hoodie - Brown - XL,https://www.depop.com/products/ketaminefeen-supa-dope-gap-vintage-heavy/?srsltid=AfmBOoogxF91EaOl_7nxCIu9ELQYn-IJFXZyuf-V3BxcXYTS1nFYqhaES1I,https://www.google.com/shopping/product/527646252526582784?gl=us,527646252526582784,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=527646252526582784,Depop,,38.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQW5mkhus7VCRAd3lkW_l_p4Q7nQXYvqR_dMNgR180VCLtf1UTVVkS8e-_fSWhp9wSKArlMajVjh9poThev3P4gnu602980WNfHVgL1-NmAyK-YHljL77caFg&usqp=CAE,$10.99 delivery,['SALE'],,SALE,,,,,,,40.0,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-2.0,0,1,0,0,0,0,0,0,0,0
30,Gap Mens Logo Pullover Sweatshirt Size M Long Sleeve Red - New Men | Color: Red ...,https://www.mercari.com/us/item/m74574997472/,https://www.google.com/shopping/product/1?gl=us&prds=pid:13715783635467647184,13715783635467647184,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13715783635467647184,Mercari,,25.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRnSeT6RkQ6dr278iuB40tB17ny8lEg6k435IADSFLzZB84RFzWEP9dsCTquYUEDlmx_gVOK4W919r3YhW3vtMmQs971fBJm84fKvTjLrM&usqp=CAE,Free delivery,,,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
31,Gap Women's Logo Sherpa Lined Hooded Sweatshirt,https://www.amazon.com/GAP-womens-Sherpa-Sweatshirt-XX-Small/dp/B09XQHWKBK?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/1884424236728933538?gl=us,1884424236728933538,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1884424236728933538,Amazon.com,,38.99,2.5,2.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSyzlhPJP1QhHxgFVbgKRnxc4hbMnPy-x5yBd6ZazqH4X_vbXtp9xn7UtHtYD_fX1gRsbgSsGAD9g5OuV-xjUAaOFCcOR7udfP8U2915z2u&usqp=CAE,Free delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap sweatshirts,2.5,2.0,0.0,0,0,1,0,0,0,0,1,0,0
32,Gap Factory Men's Gap Logo Hoodie Fantasy Aqua Green Size M,https://www.gapfactory.com/browse/product.do?pid=546844501&vid=1&tid=gfns000002,https://www.google.com/shopping/product/2979706905392011354?gl=us,2979706905392011354,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2979706905392011354,Gap Factory,,34.99,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTBhf7HK9BtOSdLu_kUmXMPm5hKOsJFZFVg9RVPr5awUEVgbvgm8Hdfj-nFyGjAh3_CEGyQgWuCohckD2nZ0gopm_q0T6arGFSnQhDv_ojg&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,49.99,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-15.0,0,1,1,1,1,0,0,0,0,0
33,"Gap Big Embroidered Logo Brown Deep Sherpa Sweatshirt, Men's (Size Small)",https://www.grailed.com/listings/49479959-gap-gap-big-embroidered-logo-brown-deep-sherpa-sweatshirt?utm_source=google&utm_medium=cpc&utm_campaign=googleshopping&utm_term=sem_nonbranded&utm_content=%20%7C%20sweatshirts_hoodies&srsltid=AfmBOooiCWJE0N5f7VqJr51RGamQnZnhqeEApCYg_GrAy2ajVvbWLX8TORM,https://www.google.com/shopping/product/9225295955691339163?gl=us,9225295955691339163,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9225295955691339163,Grailed,,144.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS7_MNWDATwp67lqa8UwD8eTA18cKnhrYy4hAwLnQPhz0dJi8cQdx6zy8yyceRM4Ie-uZrGp3Y-6UK4mbtFkAs3iJbXPZqymd9jRZbKi5rspTxhFab6EE0b&usqp=CAE,$20.00 delivery,['SALE'],Top Quality Store,SALE,4.6,84.0,,,,,199.0,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-55.0,0,1,1,0,0,0,0,0,0,0
34,Yeezy Gap Engineered by Balenciaga Yeezy Gap Engineered by Balenciaga Dove Hoodie ...,https://www.goat.com/apparel/yeezy-gap-dove-hoodie-black-4605510020000?srsltid=AfmBOopHX4XJmMJZQMFmIy5aDdu1sRfdJv12SwdBo564c0LQX_WtSgUnz1Q,https://www.google.com/shopping/product/13179008903515101375?gl=us,13179008903515101375,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13179008903515101375,GOAT,,404.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRJMQ0hrWMTbtIIXXBOFowskA1Rzr8316lrrhpOiOb4_ojBcKmIHdnFTehphZcVdqHX_eeImIkOKhvJRpYA3uEDaYPB2v7YpGR0BHisvAYLqbAE5b-coN8M&usqp=CAE,"Delivery by Sun, Oct 8",,,,4.3,555.0,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
35,Gap Factory Tops | Nwt Gap Logo Sweatshirt Color: Pangea Blue | Color: Blue ...,https://poshmark.com/listing/NWT-Gap-Logo-SWEATSHIRT-Color-pangea-blue-650b1acda0aeb74e87335e27?srsltid=AfmBOopPlupjpwGPOopIWCXbY_FvOQwikhcmRPV2x_NDTtAVsTcHsxrmVDc#utm_source=gdm_unpaid&size_XL,https://www.google.com/shopping/product/935602631948951870?gl=us,935602631948951870,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=935602631948951870,Poshmark,,65.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ8QO_na607uQxDyodbMYVqa9P2kRgsoK-vB_D7a4Q7QAgML6BVo0ufOUIsgglDCGC8q-TJtMXAoZ2WgHbTOwWmk_flf4lHsNxa_-LaSr0&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
36,Gap Men's Logo Fleece Hoodie Hooded Sweatshirt,https://www.ebay.com/itm/145312615698?chn=ps&mkevt=1&mkcid=28&var=444515846456&srsltid=AfmBOoquR5vRzMQedW3zzqH-kk7qIhaoB6K7MvDQLVxgeOTODH35_5ZFCpI&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/13225214955290216031?gl=us,13225214955290216031,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13225214955290216031,eBay - bestsilverjewelryusa,,77.55,4.7,292.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSKULVu2O1MQTSluWVlBiW1a3d2otPqSClXRuHQoWzwNj0znHy0oF2YErwuyUTDO2Wg2ySq7rR5CyqReVhdEAZE719mISm1RtknMNYRVallgiQAmcTpq-VEvg&usqp=CAE,Free delivery & Free 30-day returns,,,,,,5+,"https://www.google.com/shopping/product/13225214955290216031/offers?q=gap+sweatshirts&hl=en&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&prds=eto:6996888402880545688_0,pid:3632342613712036197,rsk:PC_10124561304455849015&sa=X&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECOIU",https://serpapi.com/search.json?engine=google_product&filter=eto%3A6996888402880545688_0%2Cpid%3A3632342613712036197%2Crsk%3APC_10124561304455849015&gl=us&hl=en&offers=1&product_id=13225214955290216031&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECOIU,,,,gap_q,gap sweatshirts,4.7,292.0,0.0,0,0,0,0,0,0,0,0,1,0
37,Gap Men's Hoodie - Blue - XXL,https://www.depop.com/products/uptownbazaar-measurements-may-be-found-in-92e7/?srsltid=AfmBOooYTLUJzwjyWYt56TjCEAEbYYgKUTd2z8BgcTPn-1q4BHbhGpc9L1I,https://www.google.com/shopping/product/7888715924030123643?gl=us,7888715924030123643,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7888715924030123643,Depop,,41.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQVaMIJHy-6VR5Eoi-7OYIg5ledcpq4j9REtMxcxTLbobjozYlzxhM7EbH6fT_U9dkfkJXbCdFtbxM5zyb5CfUSGFMQW1Il3YN_jE0n93Bs&usqp=CAE,$12.20 delivery,,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
38,Gap Men's Vintage Soft Drop Shoulder Crew Sweatshirt,https://www.amazon.com/GAP-Vintage-Shoulder-Sweatshirt-X-Large/dp/B09V28B2L6?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/17773178857557649009?gl=us,17773178857557649009,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17773178857557649009,Amazon.com,,32.4,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSTDigfW1x6Wzg54Mb1CDFeeuenPebI27iAhn07k_9f0buRFWB7PdBo-bc5LVcmjBY8W8gV17InuP_eLPj0kvwsZCkrZHykWy_Mtah_4xw&usqp=CAE,$6.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,1,0,0,0,0,1,0,0
39,Women's Vintage Soft Raglan Sweatshirt by Gap True Black Petite Size Xs,https://www.gap.com/browse/product.do?pid=765585082&vid=3&tid=gpns000044,https://www.google.com/shopping/product/4794412971736154820?gl=us,4794412971736154820,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4794412971736154820,Gap,,29.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSu73piJ187WmKGHw5v0tBtqtj_Vi5txr0c4TD_s273SS6RsA1BNl9w9x8EOoCMAJgZ-CJNja8MELn8tyQJZe3gsg2bLumcT53qFylcfCji&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$20.95 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,1,1,0,0,0,0,0,0
40,Gap Factory Women's Gap Logo Hoodie Deerfield Brown Size Xs,https://www.gapfactory.com/browse/product.do?pid=870260121&vid=1&tid=gfns000002,https://www.google.com/shopping/product/6950064596069166841?gl=us,6950064596069166841,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6950064596069166841,Gap Factory,,34.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQt_APYKmLtVVPBbohHoMXeBhWu6bHvJIvZweuMhknJRO1txGbDCyqkFgBgMlqht3Ri8be7zUasJiUGfEPMUAcW4haqiChOmGZX84pm7e29&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,49.99,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-15.0,0,1,1,1,1,0,0,0,0,0
41,Gap Factory Shirts | Gap (Bundle 3) Lightweight Pullover Hoodies Size L | Color ...,https://poshmark.com/listing/Gap-bundle-3-lightweight-pullover-hoodies-size-L-62472828463d4f58f3e37333?srsltid=AfmBOoo7gjH6T1tc1wFd_m4bS297wDqAbrAophWrkYW-H4u2KouM6EME1BY#utm_source=gdm_unpaid,https://www.google.com/shopping/product/4116063317001925631?gl=us,4116063317001925631,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4116063317001925631,Poshmark,,23.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQgtBPC2RDbNqokL6KLuDE0Z-Ewp2CfpDD215AhyFjSx2IcS7S0Qd6e9wwYCYR4ibN7Hx7UtLfLj5IOty30wIXF8D5AeC8Cubi1AQ8xmm8&usqp=CAE,"Delivery by Thu, Oct 5",,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
42,Yeezy Gap Engineered by Balenciaga Dove Hoodie Beige,https://stockx.com/yeezy-gap-engineered-by-balenciaga-dove-hoodie-beige?country=US&currencyCode=USD&size=XXL&srsltid=AfmBOoror6yVPJnEZSAcJXPsXsNfTjxKp4MIOg8zaVvODIZ9QAb2l3AQkQQ,https://www.google.com/shopping/product/8021223039372138377?gl=us,8021223039372138377,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8021223039372138377,StockX,,445.0,4.5,2.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSsjTEy1kGhKJ-YT41qCadWF5VoO1Zy8JtqNyyI-mpVBffLu_5ZFHn2CvKKQxtoCpTVNIPjACWwtSoD66b2ygNmcyCISS5l_uSwm8kUdzPmlqhX6wDaowWZ&usqp=CAE,$48.51 delivery,"['$49.00 below typical', 'LOW PRICE']",,LOW PRICE,4.0,32100.0,,,,,,,gap_q,gap sweatshirts,4.5,2.0,0.0,1,0,0,0,0,0,0,0,0,0
43,Gap Men's Hoodie - Grey - S,https://www.depop.com/products/vntg_shop-y2k-gap-spell-out-weave-cb9a/?srsltid=AfmBOoohU5KDRBVFd9_Gk2tIfp1-WVZIRnxmlVnoXuaKeuttPelmm_oaR1Y,https://www.google.com/shopping/product/3718553846210546628?gl=us,3718553846210546628,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3718553846210546628,Depop,,34.97,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTNOWuFJlkvUEd3-45YUDXkgkH_uOX3z_31_kEfN_VMDOcfgq9RBTi4SK8SLBQ6RekHF-7i6xaCidRnVE35JzghH4fd11CqA42vTwKxSfWkfKQbQUJDNpZ-&usqp=CAE,$10.00 delivery,,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
44,$50 Gap Women Xs Logo Crewneck Pullover Sweatshirt Top In Blue Relaxed,https://www.ebay.com/itm/155331382093?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOor-hgcBRgutv2_GPZMTaOGVdzapEcenws2J7kNvgOP1XVYPkDzMJ2o,https://www.google.com/shopping/product/1?gl=us&prds=pid:9469632172544749176,9469632172544749176,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9469632172544749176,eBay - fffaamoda,,25.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRYm_O2XZC6RPtxuJ4pdgVqQKFQkLJHgQpDD-dIrOrniCYtLfpHA0FpfX7qpIlM03I7DrpkjviwtGlNeVuURyhTlyLNX8yj3fxKsN4DRB_m3Tp01xpbT1P9&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,1,0
45,Gap Oversized Large Logo Hoodie Sweatshirt Cream Blue Medium - Women | Color ...,https://www.mercari.com/us/item/m15104653388/,https://www.google.com/shopping/product/1?gl=us&prds=pid:6124404882682572878,6124404882682572878,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6124404882682572878,Mercari,,25.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ9QXKGS94Clp0dxeIbyW3LqWoqFEUdi1liKmkOYonIzgeKQ3iqSKXIigQQ_1PyZzWFWa8VQbtQZEj8CMnbqloiazwvufVZ2jH-almD3UNsBOYp5Q192Px1&usqp=CAE,$7.40 delivery,['SALE'],,SALE,,,,,,,29.0,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-4.0,0,1,0,0,0,0,0,0,0,0
46,Gap Factory Tops | Nwt Gap Logo Sweatshirt Color: Gray and White Marl | Color ...,https://poshmark.com/listing/NWT-Gap-Logo-Sweatshirt-Color-gray-and-white-marl-6310dce6c1c346279b1e9c3a?srsltid=AfmBOopSW7CmcPI_N2D8gSdQwTt9_Ip5d48s3hwkw8YyDnIksrRAaSA3Zp0#utm_source=gdm_unpaid,https://www.google.com/shopping/product/7171330590126970693?gl=us,7171330590126970693,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7171330590126970693,Poshmark,,55.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQdsYPu1KeiaSUq6NXV3fBGUiKKbssBB4DLplVTuT2sNl5FwJ1pZMPmOkfChlz1Jt-RebE9xDcnIVv6sHbTw3erTEkp8ndmCXSFi7BenjA&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
47,Gap Factory Men's Gap Logo Zip Hoodie Rugby Gold Size Xs,https://www.gapfactory.com/browse/product.do?pid=546879401&vid=1&tid=gfns000002,https://www.google.com/shopping/product/10853063926187022617?gl=us,10853063926187022617,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10853063926187022617,Gap Factory,,34.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRfRLhs-rHpxuMo1QwtVXtlA_azIHM2XotAM3OXRFhv93Gr6kLnqPmW4xkwXe7uXdvAlMf7tLWoCq9UoKnM6fBQZV1Y5FMe-Ittkvv2aC19geudSH-4iZSX&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,49.99,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-15.0,0,1,1,1,1,0,0,0,0,0
48,Women's Vintage Soft Raglan Sweatshirt by Gap New Heather Grey Size Xs,https://www.gap.com/browse/product.do?pid=765585002&vid=1&tid=gpns000044,https://www.google.com/shopping/product/5764435655534389516?gl=us,5764435655534389516,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5764435655534389516,Gap,,29.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSfGEP8SIvYfpdehdQZ5YA0VQp3cNb5UIRnqkAJ4dKvP-S-hZf46WMayMmCo3pzYAufZ2UYvczYtFMcw6RZM-zitoD1fW8jJcQoykk2598G&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$20.95 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,1,1,0,0,0,0,0,0
49,Women's Gap Logo Hoodie,https://www.ebay.com/itm/295390976073?chn=ps&mkevt=1&mkcid=28&var=593536335975&srsltid=AfmBOoq7nJCz5W1Tcs1AW1qeyJfnN3bIYgmlFfZQXBuKg1lW7YKOfSYrAuo&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:16311175717965104582,16311175717965104582,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16311175717965104582,eBay - ahurley10,,29.99,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ_fo-NkJVFId6zTtAhPYhK4aKlGdIGctk-9UV4v1kq9o3fEDoBZjLqbN059Su8sBf0M6XHKNX8APqr7mYYp_oBCpeKTXUPoJBgb7kY2hbc&usqp=CAE,"Free delivery by Mon, Oct 9",,Top Quality Store,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,1,0,0,0,0,0,1,0
50,Gap Size Small Neon Pink Pullover Hoodie,https://www.kidizen.com/items/14421342,https://www.google.com/shopping/product/10690322829656328255?gl=us,10690322829656328255,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10690322829656328255,Kidizen,,25.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSPXb9eWyZ8yUdPE-Y0RghaeSU6FCI80k9iqw4DT4AMQ_oaUNfFL1Irs9t3oMNgFR2r0lI8pHiCVl69FPgmHNgvK98KF4bcHvLAASNYN1cK&usqp=CAE,Free delivery,,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
51,Gap Men's Hoodie - Cream - L,https://www.depop.com/products/thriftylou-super-comfy-tan-gap-hoodie/?srsltid=AfmBOoo2OKXjyt0CvawqmE8L3TqCve0uWaOmb8zHyCTrK1R460t_wfnTXV8,https://www.google.com/shopping/product/1467441890694564444?gl=us,1467441890694564444,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1467441890694564444,Depop,,14.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRc_7wp0qDsK9jwfwVi10XqDvieNqSIxf54zd7Tkc6HuetKk95__u39F2zZGw8i-kRmmKTDjb5pgEcJn8I_lRW0zh4L2Pvppn2T5tfinoU&usqp=CAE,$9.00 delivery,,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
