position,title,link,product_link,product_id,serpapi_product_api,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,source,price,extracted_price,rating,reviews,badge,thumbnail,delivery,old_price,extracted_old_price,tag,extensions,store_rating,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,store_reviews,alternative_price
7,Banana Republic Men's Tristan Bouclé Hoodie Medium Gray Heather Size S,https://bananarepublic.gap.com/browse/product.do?pid=734131002&vid=1&tid=brns000051,https://www.google.com/shopping/product/6496508336928918871?gl=us,6496508336928918871,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6496508336928918871,,,,Banana Republic,,150.0,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS8oMdKxzazawmHKM86nwp1xadJ3c6hxl-EvyHH59t-TO7mIIKTcnwkqa1_V1bzBjDRfsXOJtedaI8KBtJr-qHwTuW6ZJ72jSauQDLcqOw&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,1,0,0,0,1,0,0,0,,
8,Banana Republic Black Fleece Hoodie Sweatshirt L / Black,https://www.brandedclothingdeals.com/products/banana-republic-black-fleece-hoodie-sweatshirt?variant=34540779733124&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoqAtKUjBuOZhFL8vfrgX9NkagTKTiUXXiAyRSO2AylqurOENGVTUn0,https://www.google.com/shopping/product/1?gl=us&prds=pid:12329304143209993880,12329304143209993880,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12329304143209993880,,,,Branded Clothing Deals,,38.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSSVHG9Ts2Qj2S9qEH1j3aaRc-dA7w11gbsgapnak7neWxreCYgMQCQyOKU7RZoAvGCXvB5e8Tj_7T34DiKhwTh3pGteW3kWGNpuzo3itU&usqp=CAE,"Free delivery by Wed, Oct 11",,55.0,SALE,['SALE'],,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-17.0,0,1,0,0,0,0,0,0,0,0,,
9,Banana Republic Black Hoodie With Pocket On The Arm. - Men | Color: Black | Size: S,https://www.mercari.com/us/item/m75583545422/,https://www.google.com/shopping/product/1?gl=us&prds=pid:2597863361453899837,2597863361453899837,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2597863361453899837,,,,Mercari,,12.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRJra6JICBh6nk2cHxNMA-p8hBN1pZQDlv8AYI_Q4u4clDPBdhUGORbEiqwyRTqFlA41O6_wwhl4uHf58ADwSeWpI-glQMEx2-glONs5fo&usqp=CAE,$12.30 delivery,,25.0,SALE,['SALE'],,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-13.0,0,1,0,0,0,0,0,0,0,0,,
10,"Banana Republic Men's Black Grey BR Logo Hoodie Sweater, L Large 8957-8",https://www.bonanza.com/listings/Banana-Republic-Men-s-Black-Grey-BR-Logo-Hoodie-Sweater-L-Large-8957-8/1496012160?goog_pla=1,https://www.google.com/shopping/product/1?gl=us&prds=pid:8482365547287175050,8482365547287175050,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8482365547287175050,,,,Bonanza - Viola21904's booth,,49.45,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRN7slC-KPm-5PfKx4Mg4TKhxlZYfn2N5Btyo38D101rZGo81IHIHYOEHPpA73TnCtw4P8pJQvsl46eVVif9X4domdV58mmnCNykMU_zkRrRcIfJPQwDvoCxw&usqp=CAE,$6.99 delivery,,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
11,Men Banana Republic Long Sleeves Graphic Logo Pullover Hoodie,https://www.ebay.com/itm/184844829742?chn=ps&mkevt=1&mkcid=28&var=693337953441&srsltid=AfmBOooncuhfyCyRUGTY_7naGI7B6fl4MXMNKo5pxPl5VrXwcwzqEVPC1o4&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:16391972481639854133,16391972481639854133,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16391972481639854133,,,,eBay - redskybsb,,49.99,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTGCkuV8VPZs_fDPS0cniIT3tYCaUE_fB2_zW8KFbOBlVE95nX3h_RvoklMBOUMP3xS3ytZRqNXTn-QukJRnE5xzOd9LckPMKdI20vxQZEKu9FfZX6IUQy8sA&usqp=CAE,"Free delivery by Mon, Oct 9",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,1,0,,
12,Banana Republic Factory Navy Blue Hooded Sweatshirt Size XL NWT - New Men | Color ...,https://www.mercari.com/us/item/m25926113916/,https://www.google.com/shopping/product/1?gl=us&prds=pid:15200126788746071200,15200126788746071200,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15200126788746071200,,,,Mercari,,19.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSNwLtBKscFSTVceu7fZYArnaDBeupeWfM_Oq0Xoa9INICc65aD7DWzqdllJODcOzyMbo74Anx5zbh-LAsteSrKfHY-fs2_HrHUBmQuI68&usqp=CAE,$12.30 delivery,,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
13,Banana Republic Men's Slub Double-Knit Hoodie Navy Blue Size Xs,https://bananarepublic.gap.com/browse/product.do?pid=815061002&vid=1&tid=brns000051,https://www.google.com/shopping/product/4643030946711757661?gl=us,4643030946711757661,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4643030946711757661,,,,Banana Republic,,80.0,,,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRagdKhHrFyR7cH50Xd6hiMoGtXpEg9HPpxuJM_DLGBRsXfoph49_VdlU3FALVx9Iu9OykRl0kSNc7t9ZAYBzHM2x6aY3LVi-a-LwRp16clTNmV_q5qSIdOhg&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,1,0,0,0,1,0,0,0,,
14,Banana Republic Shirts | Banana Republic Men's Embroidered Logo Hoodie New Size ...,https://poshmark.com/listing/Banana-Republic-Mens-Embroidered-Logo-Hoodie-New-Size-Large-642066931645f79af0c9edc5?srsltid=AfmBOoqkMafwjq3TzNPEyAiT-bnJKwAt0JV91i11739VgjMGF6QY6YyhteE&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/13155201543153416426?gl=us,13155201543153416426,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13155201543153416426,,,,Poshmark,,39.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRBxK1F7Y3Mlky2ASff9x1Eoua8NI1wp3XH5LwszWrhkIvnCYjq79eosIzU00RNHBGz58RcFGlP3PHYm9fye341p-gbHzYN6iRyO6kre98&usqp=CAE,"Delivery by Thu, Oct 5",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
15,Banana Republic Hoodie - New Men | Color: Beige | Size: S,https://www.mercari.com/us/item/m23535803572/,https://www.google.com/shopping/product/1?gl=us&prds=pid:18048020111532021507,18048020111532021507,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=18048020111532021507,,,,Mercari,,42.42,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSr0au1jIxRJK40MR9inKw1G_1Z7aPBnC_eVTbMx5tikeZM7dbpr459xWXEWrvnIW0mOJTmfifcnBd8PuVkbtwVXFUtwWf_8l51scssjzVcqiMevMRyyy5zO54&usqp=CAE,$12.30 delivery,,47.0,SALE,['SALE'],,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-4.579999999999998,0,1,0,0,0,0,0,0,0,0,,
16,Banana Republic Shirts | Banana Republic Hooded Sweatshirt Size L | Color: Green ...,https://poshmark.com/listing/Banana-Republic-Hooded-Sweatshirt-Size-L-63f2a94a614973b194f688fa?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/2191093692702862703?gl=us,2191093692702862703,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2191093692702862703,,,,Poshmark,,10.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTvaCKDl8vjwYOoE2m-5BKvmnbRKwPf7qkJ1Wi7ouerS5JF1UWDzdjhfCBqXIcBq4Te_ZFI7eIQ4ct126jmDMYydEgVpI2pc7RZ7KJeXpY&usqp=CAE,"Delivery by Tue, Oct 10",,15.0,SALE,['SALE'],,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-5.0,0,1,0,0,0,0,0,0,0,0,,
17,Banana Republic Men's Cipresso Cashmere Hoodie Cerulean Blue Size M,https://bananarepublic.gap.com/browse/product.do?pid=502067072&vid=1&tid=brns000051,https://www.google.com/shopping/product/2714344373850102305?gl=us,2714344373850102305,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2714344373850102305,,,,Banana Republic,,190.0,4.7,53.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQLoLshTAQ86_eQe63WgMKwrv-JARox7iLjygNWilTc2LTnqehOJ6BK12-reTVo-FCC-OEp-ZWKiMmmwnexfwf10537j0MhDXDr4sLBheH7&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.7,53.0,0.0,0,0,1,0,0,0,1,0,0,0,,
18,Banana Republic Sweater Adult Medium Blue Solid Pullover Hoodie Mens,https://www.ebay.com/itm/234861640066?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoo47DkqB52NhrL1VzylbZAHGEfn5NgoopUw0UBOSP44Pk7GDRwQqA4&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:15712608547728327503,15712608547728327503,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15712608547728327503,,,,eBay - edaven_34,,3.2,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT_u3i3FoEnM-hSUTQfcU0MeBDMT1CQVGWBR5Kwyel8cYP5vpeGI1jODyI7kwNs9ylLWj5L8yeuXvGeZX9yzECXXZhLXfv-qrG-OTlhoo4&usqp=CAE,"Delivery by Fri, Oct 6 · Free 60-day returns",,,,,,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,1,0,,
19,Banana Republic Men's Hoodie - Black - S,https://www.depop.com/products/lilyandscout-banana-republic-mens-black-rayonpolynylon/?srsltid=AfmBOoowRuX_PDLuNADOsh5vVDfGAHyqOUCXP8PROdCnL0MzYwEillApsLQ,https://www.google.com/shopping/product/8253989756368321918?gl=us,8253989756368321918,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8253989756368321918,2,"https://www.google.com/shopping/product/8253989756368321918/offers?q=banana+republic+hoodies&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&prds=eto:2371593902644649499_0,pid:1996575981636991084&sa=X&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECIwO",https://serpapi.com/search.json?engine=google_product&filter=eto%3A2371593902644649499_0%2Cpid%3A1996575981636991084&gl=us&hl=en&offers=1&product_id=8253989756368321918&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECIwO,Depop,,45.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTpv9kaxZdGzSUR-veJc_NU-STOTHmjC9PPoHU4HpTXitusPqFMvS7cRTCvRJfNTlulFhReIhpYr3vvCzORB0PAhmVm4jz3yMhzqI4iTIT3t6mvDEFhFHxt&usqp=CAE,$7.99 delivery,,,,,,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
20,"Banana Republic French Terry Hoodie in Navy, Men's (Size Large)",https://www.grailed.com/listings/43057757-banana-republic-banana-republic-french-terry-hoodie?utm_source=google&utm_medium=cpc&utm_campaign=googleshopping&utm_term=sem_nonbranded&utm_content=%20%7C%20sweatshirts_hoodies&srsltid=AfmBOoq71Y2KyQm9PKDxz-Z0x__Xin0BYrEcaUWi1leltwQf-ZkDMEAMSUw,https://www.google.com/shopping/product/7125568890916129053?gl=us,7125568890916129053,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7125568890916129053,,,,Grailed,,59.0,,,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS8hNGIN0IceXXVNrMUJHsXk2IIzPGz6YgmZoE1ykB0l6lzmBVGg7vl6qn1qGx41wAi7MtxqtHc96bciDJ_yn9qC9GQy7FfGIyaTDYNtRY&usqp=CAE,$15.00 delivery,,66.0,SALE,['SALE'],4.6,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-7.0,0,1,1,0,0,0,0,0,0,0,84.0,
21,Banana Republic Core Temp Terry Short-Sleeved Hoodie - New Men | Color: Black ...,https://www.mercari.com/us/item/m73917998124/,https://www.google.com/shopping/product/1?gl=us&prds=pid:4917225244557414024,4917225244557414024,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4917225244557414024,,,,Mercari,,19.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQpOMMrv0JGAgMFnDju25I-tPlq-QdXQe5X62GdMlI_H1uipUfz3QSynYq_HT9bblqEuyXm_lnIvtfZFwBkoFYXJJ8G89-GP85lAvjMSDlr&usqp=CAE,$4.99 delivery,,36.0,SALE,['SALE'],,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-17.0,0,1,0,0,0,0,0,0,0,0,,
22,Banana Republic Men's Ugo Cashmere Sweater Hoodie Camel Size S,https://bananarepublic.gap.com/browse/product.do?pid=742906062&vid=1&tid=brns000051,https://www.google.com/shopping/product/17623249915827722557?gl=us,17623249915827722557,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17623249915827722557,,,,Banana Republic,,170.0,4.8,69.0,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS48bQg5tS1IalOEleNVKQNoYxlnnaAq-TYiQLnDCdxbpkS6WvZI0obhg8U7vAhrfwISWFhvBaVjNXmoMGjuI4CDo2bv4qn6E4G7pAJaOtpgua1LVHAoxDF7w&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.8,69.0,0.0,0,0,1,0,0,0,1,0,0,0,,
23,Banana Republic Shirts | Banana Republic Men Star Logo Hooded Navy Blue ...,https://poshmark.com/listing/BANANA-REPUBLIC-Men-Star-Logo-Hooded-Navy-Blue-Sweatshirt-Medium-Tall-645eb04b6cb777897020ef9e?srsltid=AfmBOorInQQyVrPOMDdSVQH66zjujQYJQ1so3yYLbmecxfRrJE8r1RT1ySc#utm_source=gdm_unpaid,https://www.google.com/shopping/product/16631298926863795314?gl=us,16631298926863795314,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16631298926863795314,,,,Poshmark,,36.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSyImMfCphNtmdbdDc4TtYkmWB9hi3J6eajNSqffamSj1cOUo4dLg665xJG_VcA5y4Sdst_o4e5M-f5TOIgo_raYaMEdejfrSNThuuWL4LnI_8hzdwq7R1Svg&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
24,Banana Republic Hooded Sweatshirt Redish Brown Men's Large Msrp $69+,https://www.ebay.com/itm/256125114951?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOooIA-saPb7nQEj_4IZWzc-i_OjdSdbhN3D76ySqozj_2Ksu05OdL6Q&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:2564138010291132533,2564138010291132533,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2564138010291132533,,,,eBay - newenglandstock99,,28.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSPg90UkfFxuysqFTE-OF8KXMxdySxanl0xUBHD4Arb8A2dcSlERn-lu6FAQrs1Jj0oqqT6diITCUlxF7RlY_Z3UplXpl4-bjhF_Kdg7ogEcqKKk0MBolZi&usqp=CAE,"Delivery by Tue, Oct 10",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,1,0,,
25,Banana Republic Men's Hoodie - Blue - XL,https://www.depop.com/products/faircoppin-size-xl-please-see-photos-f786/?srsltid=AfmBOoqzNmhO39eCg0WgAn1dZWCOI6turFPJ7kj_RNwkpbIqUxIENtx13D4,https://www.google.com/shopping/product/14081332001840860197?gl=us,14081332001840860197,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14081332001840860197,2,"https://www.google.com/shopping/product/14081332001840860197/offers?q=banana+republic+hoodies&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&prds=eto:3285657527990473392_0,pid:15214324763374187439&sa=X&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECOgO",https://serpapi.com/search.json?engine=google_product&filter=eto%3A3285657527990473392_0%2Cpid%3A15214324763374187439&gl=us&hl=en&offers=1&product_id=14081332001840860197&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECOgO,Depop,,20.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRxJjHFXJi93vR4mgjfnhTKSLPuHAR3stTaVw4l6hn68mzuBJoO2iP750cyP4vaHQ15L9r5pPC7B4yhpJ4KYH-0gKl08Fe8hzvk7flaalO_&usqp=CAE,$11.98 delivery,,,,,,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
26,Banana Republic Men Star Logo Hooded Navy Blue Sweatshirt Medium - Men | Color ...,https://www.mercari.com/us/item/m18030469316/?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:16067065744055026276,16067065744055026276,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16067065744055026276,,,,Mercari,,18.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT4PMIYGxCI4DxSVMv1ZjzZgsQ1Jpq6WXlgujIzNA4g8oL9H2zNRI4FsHtK-FWf2NoqU_i3oRMkB981iWp8lenBfZD85TfjE1riecoJKQjztU5UYRVkjoJW&usqp=CAE,$7.40 delivery,,19.0,SALE,['SALE'],,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-1.0,0,1,0,0,0,0,0,0,0,0,,
27,Banana Republic Men's Slub Double-Knit Hoodie Horse Hair Brown Tall Size M,https://bananarepublic.gap.com/browse/product.do?pid=815061012&vid=2&tid=brns000051,https://www.google.com/shopping/product/14314579972720747699?gl=us,14314579972720747699,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14314579972720747699,,,,Banana Republic,,80.0,,,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRU8r5CuLr8ICBCRmrHjBaV2VQk4yNgHd4eZwABRMog5l2rx9yVg6JPVolBKwWyooMbGVJoPTLmGeJPm-D4o9YycZLrvnkFwAyyg-4tTrWB&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,1,0,0,0,1,0,0,0,,
28,Banana Republic Tops | Banana Republic Hooded Sweatshirt | Color: Black | Size: L ...,https://poshmark.com/listing/Banana-republic-hooded-sweatshirt-5ed53caf2f3d1928b4b93468?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/17939822210788330090?gl=us,17939822210788330090,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17939822210788330090,,,,Poshmark,,10.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSsrw1ZPb0Rh4C3DzbS9ba6ygWlSzFqDod_8B4RsZ1d6Gsna4n9BXVl_dfPdfIL9F1eYNRfTbgOkpUY6ySATS0Aod1kLWJlHWYNF-NLtVA&usqp=CAE,"Delivery by Fri, Oct 6",,16.0,SALE,['SALE'],,used,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,-6.0,0,1,0,0,0,0,0,0,0,0,,
29,Banana Republic Factory Fleece Popover Hoodie In Navy - New Men | Color: Blue ...,https://www.mercari.com/us/item/m12902221478/,https://www.google.com/shopping/product/1?gl=us&prds=pid:8207903023100299073,8207903023100299073,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8207903023100299073,,,,Mercari,,40.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTv6QFyljA35Us02G5LVsP2-8mjskhsG_5PzzRjjtuiaG1yz__2Dt38z3pTIuOSGKO89Lpwh6COfnjqAjz5_EFcTPRDlpmYNw0p7IGjpJc&usqp=CAE,$10.99 delivery,,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
30,Mens Size Medium Tall Banana Republic Logo Cotton Blend Hoodie Navy,https://www.ebay.com/itm/145050253542?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoq_Ylze6E8nvZFXrm5AE1B5VOSN5G36DRiz8KRV04XmhYF-TJFDZzM&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:277801088819436862,277801088819436862,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=277801088819436862,,,,eBay - brodon123,,50.59,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTphdkFwG77HGjKzdih95yyedAEagVThqdSy30xK-h2jY2FrXeMMfKkEvPptaJBmSLj-KAUvOpAUGpnQi0xXyChySBswl5NkwWhMVHcvgARxRXThn7aaMsogg&usqp=CAE,"Free delivery by Mon, Oct 9",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,1,0,,
31,Banana Republic Men's Ryan Cashmere Hoodie Deep Navy Size M,https://bananarepublic.gap.com/browse/product.do?pid=755240002&vid=1&tid=brns000051,https://www.google.com/shopping/product/15848559879318362885?gl=us,15848559879318362885,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15848559879318362885,,,,Banana Republic,,190.0,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRzRHT4WrSFduQeJ4hIDN2L5XZK0IiEy8_egULaMOY0E03Dps7NjhJ9CK9ebKw5zC12dMSijmYrq3JNEK-N7kad8L2QtXOOf9o82QYnuufVLc0hVyhuZnB1Bg&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,1,0,0,0,1,0,0,0,,
32,Banana Republic Shirts | Banana Republic Mens Medium Black Supima Cotton Graphic ...,https://poshmark.com/listing/BANANA-REPUBLIC-Mens-Medium-Black-Supima-Cotton-Graphic-Hoodie-Shirt-Long-Sleeve-65044ef9b591ed74664fbfad?srsltid=AfmBOorjXRMlJxlUL7xZR43IelIwu6aZm56lsEBmayB9G-6Q9zOanCYiWD4&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/15408399118284178985?gl=us,15408399118284178985,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15408399118284178985,2,"https://www.google.com/shopping/product/15408399118284178985/offers?q=banana+republic+hoodies&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&prds=eto:9356502070900413348_0,pid:17397707776813333287&sa=X&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECNMP",https://serpapi.com/search.json?engine=google_product&filter=eto%3A9356502070900413348_0%2Cpid%3A17397707776813333287&gl=us&hl=en&offers=1&product_id=15408399118284178985&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwiuq6LPiNaBAxWJGFkFHbTMD4wQ3q4ECNMP,Poshmark,,49.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTWRvuGVzdJ7m49e7zW54yb_4ys-o7Okb7yKNALfcAPMHXfYLAo5u089_bfAcWCLvcrpK3SJxHc66zDazqHrLviUYcR_xTmMDKvOLtCC4egx4_vpmQBZ5W6Jg&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,,ban_q,banana republic hoodies,4.800000000000001,62.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,,
